Timestamp,CPU %,Cores Used
1680420852.24448,15.3,8
1680420854.255031,14.8,8
1680420856.25715,14.4,8
1680420858.265088,15.3,8
1680420860.27592,16.0,8
1680420862.28403,15.1,8
1680420864.2945652,15.4,8
1680420866.305119,15.5,8
1680420868.31477,14.7,8
1680420870.324912,14.9,8
1680420872.335469,14.4,8
1680420874.337415,14.5,8
1680420876.338339,14.4,8
1680420878.3489149,14.6,8
1680420880.359484,14.8,8
1680420882.370048,24.4,8
1680420884.372869,15.7,8
1680420886.383408,15.5,8
1680420888.3927228,14.4,8
1680420890.3958058,17.1,8
1680420892.407416,15.9,8
1680420894.418006,14.9,8
1680420896.423716,14.6,8
1680420898.434506,14.8,8
1680420900.445132,18.1,8
1680420902.455699,14.8,8
1680420904.461948,16.1,8
1680420906.472333,14.5,8
1680420908.482996,15.1,8
1680420910.493448,16.7,8
1680420912.503671,17.2,8
1680420914.513793,15.4,8
1680420916.524341,14.5,8
1680420918.529773,16.1,8
1680420920.540341,14.7,8
1680420922.550694,15.8,8
1680420924.56126,15.3,8
1680420926.565332,14.6,8
1680420928.566242,14.8,8
1680420930.566914,15.0,8
1680420932.575478,15.3,8
1680420934.577709,14.9,8
1680420936.579811,14.2,8
1680420938.5870101,14.4,8
1680420940.596938,15.2,8
1680420942.607441,18.1,8
1680420944.617053,15.5,8
1680420946.6258152,14.4,8
1680420948.630951,14.4,8
1680420950.64062,15.2,8
1680420952.6477299,15.2,8
1680420954.6582599,14.7,8
1680420956.660761,14.5,8
1680420958.663281,14.5,8
1680420960.6656268,18.5,8
1680420962.674861,14.8,8
1680420964.685397,21.4,8
1680420966.695086,16.8,8
1680420968.705636,14.4,8
1680420970.709064,16.5,8
1680420972.719755,18.0,8
1680420974.720535,26.3,8
1680420976.729735,17.4,8
1680420978.732762,16.4,8
1680420980.73683,14.9,8
1680420982.7451148,15.4,8
1680420984.753602,25.5,8
1680420986.76429,23.8,8
1680420988.776118,17.5,8
1680420990.7867038,15.3,8
1680420992.797974,14.8,8
1680420994.808577,15.0,8
1680420996.810648,15.3,8
1680420998.813073,15.1,8
1680421000.815588,14.4,8
1680421002.8261619,15.7,8
1680421004.8273568,15.6,8
1680421006.8297012,14.7,8
1680421008.831865,14.8,8
1680421010.833146,14.9,8
1680421012.8436968,15.3,8
1680421014.854999,15.1,8
1680421016.8621309,15.5,8
1680421018.8687308,15.2,8
1680421020.8793888,16.2,8
1680421022.887417,15.1,8
1680421024.897826,15.3,8
1680421026.900117,14.5,8
1680421028.904094,15.8,8
1680421030.914446,14.9,8
1680421032.924753,15.0,8
1680421034.92701,15.1,8
1680421036.9376042,15.3,8
1680421038.94448,14.6,8
1680421040.954169,14.7,8
1680421042.9647849,17.1,8
1680421044.9662862,15.3,8
1680421046.976492,15.1,8
1680421048.985913,14.8,8
1680421050.994425,15.0,8
1680421052.996444,14.7,8
1680421055.007024,15.0,8
1680421057.012201,15.5,8
1680421059.0209432,17.1,8
1680421061.031455,15.1,8
1680421063.039178,15.0,8
1680421065.049591,14.6,8
1680421067.052196,15.3,8
1680421069.055598,15.3,8
1680421071.060044,14.8,8
1680421073.070625,15.2,8
1680421075.081182,15.2,8
1680421077.091098,15.4,8
1680421079.101635,15.3,8
1680421081.1041641,16.8,8
1680421083.110647,15.5,8
1680421085.1211588,15.9,8
1680421087.126019,14.7,8
1680421089.135639,19.2,8
1680421091.146606,17.4,8
1680421093.1574311,14.8,8
1680421095.165417,14.7,8
1680421097.1759748,14.6,8
1680421099.177425,16.4,8
1680421101.179643,19.0,8
1680421103.1820428,16.1,8
1680421105.1854458,15.3,8
1680421107.195841,17.0,8
1680421109.206784,15.1,8
1680421111.207259,15.2,8
1680421113.2169118,16.1,8
1680421115.223543,14.8,8
1680421117.224329,14.7,8
1680421119.234567,14.9,8
1680421121.2375522,15.5,8
1680421123.248141,14.9,8
1680421125.2545059,14.8,8
1680421127.255247,16.7,8
1680421129.266855,46.2,8
1680421131.277925,3.0,8
1680421133.288212,4.4,8
1680421135.298601,3.0,8
1680421137.3068092,10.2,8
1680421139.312493,8.8,8
