Timestamp,CPU %,Cores Used
1680421141.3163562,10.7,8
1680421143.322058,12.4,8
1680421145.3281438,6.0,8
1680421147.3341389,4.9,8
1680421149.337125,10.4,8
1680421151.3432698,10.7,8
1680421153.348862,4.9,8
1680421155.354054,4.7,8
1680421157.360001,8.4,8
1680421159.362441,19.3,8
1680421161.3656828,9.0,8
1680421163.3713422,13.4,8
1680421165.3774452,10.2,8
1680421167.381632,11.7,8
1680421169.387445,13.2,8
1680421171.3935978,4.0,8
1680421173.399594,6.6,8
1680421175.402344,20.4,8
1680421177.412739,17.8,8
1680421179.4236119,6.8,8
1680421181.4342248,17.0,8
1680421183.24705,64.4,8
1680421185.251322,52.7,8
